EmployeeID,DeviceID,Location,Vendor,Product,DeploymentType,EntitledLicenses,ActualUsage
10751,DEV-10751,US,Zoom,Zoom Meetings,Cloud,3,1
10752,DEV-10752,India,Salesforce,CRM Cloud,On-Prem,5,1
10753,DEV-10753,Germany,Zoom,Zoom Meetings,Cloud,4,0
10754,DEV-10754,Singapore,SQL Server,SQL 2019,Cloud,4,2
10755,DEV-10755,India,Microsoft 365,PowerPoint,Cloud,2,2
10756,DEV-10756,US,Oracle DB,Oracle 19c,Cloud,2,1
10757,DEV-10757,Germany,Salesforce,CRM Cloud,On-Prem,4,4
10758,DEV-10758,Singapore,Oracle DB,Oracle 21c,Cloud,2,1
10759,DEV-10759,US,Oracle DB,Oracle 21c,Cloud,5,2
10760,DEV-10760,US,Microsoft 365,Word,On-Prem,1,1
10761,DEV-10761,Singapore,Oracle DB,Oracle 19c,On-Prem,4,2
10762,DEV-10762,Germany,Zoom,Zoom Meetings,Cloud,5,1
10763,DEV-10763,India,Microsoft 365,Excel,On-Prem,3,3
10764,DEV-10764,UK,Zoom,Zoom Meetings,Cloud,4,1
10765,DEV-10765,US,Microsoft 365,Excel,On-Prem,4,0
10766,DEV-10766,India,SQL Server,SQL 2019,On-Prem,1,0
10767,DEV-10767,US,Microsoft 365,Teams,On-Prem,2,2
10768,DEV-10768,India,Microsoft 365,Excel,Cloud,3,0
10769,DEV-10769,UK,Adobe CC,Premiere Pro,Cloud,3,2
10770,DEV-10770,UK,Microsoft 365,PowerPoint,On-Prem,2,1
10771,DEV-10771,Singapore,Adobe CC,Illustrator,Cloud,3,3
10772,DEV-10772,Singapore,Oracle DB,Oracle 19c,Cloud,5,4
10773,DEV-10773,UK,Zoom,Zoom Meetings,Cloud,2,1
10774,DEV-10774,Germany,Zoom,Zoom Meetings,On-Prem,2,2
10775,DEV-10775,UK,Zoom,Zoom Meetings,Cloud,4,0
10776,DEV-10776,Germany,Salesforce,CRM Cloud,On-Prem,1,1
10777,DEV-10777,US,Microsoft 365,Excel,On-Prem,5,5
10778,DEV-10778,UK,Oracle DB,Oracle 19c,Cloud,4,4
10779,DEV-10779,UK,Adobe CC,Photoshop,Cloud,2,0
10780,DEV-10780,Singapore,Salesforce,CRM Cloud,On-Prem,4,3
10781,DEV-10781,India,Oracle DB,Oracle 19c,Cloud,2,1
10782,DEV-10782,UK,Microsoft 365,Word,On-Prem,3,3
10783,DEV-10783,India,Zoom,Zoom Meetings,On-Prem,5,2
10784,DEV-10784,India,Microsoft 365,Word,Cloud,1,1
10785,DEV-10785,UK,Microsoft 365,PowerPoint,On-Prem,1,1
10786,DEV-10786,Singapore,Oracle DB,Oracle 19c,On-Prem,4,2
10787,DEV-10787,Germany,Oracle DB,Oracle 21c,On-Prem,3,1
10788,DEV-10788,US,Microsoft 365,Word,Cloud,1,0
10789,DEV-10789,Singapore,Zoom,Zoom Meetings,On-Prem,4,0
10790,DEV-10790,Germany,Microsoft 365,PowerPoint,Cloud,1,0
10791,DEV-10791,India,Microsoft 365,Word,On-Prem,1,0
10792,DEV-10792,Singapore,Adobe CC,Premiere Pro,On-Prem,4,2
10793,DEV-10793,US,Oracle DB,Oracle 21c,Cloud,5,2
10794,DEV-10794,India,SQL Server,SQL 2022,Cloud,5,1
10795,DEV-10795,Singapore,Microsoft 365,Word,On-Prem,5,3
10796,DEV-10796,US,SQL Server,SQL 2022,On-Prem,1,0
10797,DEV-10797,US,Microsoft 365,PowerPoint,On-Prem,5,4
10798,DEV-10798,US,Adobe CC,Premiere Pro,Cloud,3,3
10799,DEV-10799,UK,SQL Server,SQL 2022,On-Prem,3,2
10800,DEV-10800,UK,Oracle DB,Oracle 19c,On-Prem,5,5
10801,DEV-10801,UK,Salesforce,CRM Cloud,Cloud,5,5
10802,DEV-10802,Singapore,Salesforce,CRM Cloud,On-Prem,4,1
10803,DEV-10803,UK,Oracle DB,Oracle 21c,Cloud,5,4
10804,DEV-10804,UK,SQL Server,SQL 2019,Cloud,1,1
10805,DEV-10805,India,Microsoft 365,Excel,On-Prem,1,0
10806,DEV-10806,UK,Adobe CC,Photoshop,Cloud,4,4
10807,DEV-10807,US,SQL Server,SQL 2022,Cloud,1,1
10808,DEV-10808,Singapore,Zoom,Zoom Meetings,Cloud,5,0
10809,DEV-10809,India,Salesforce,CRM Cloud,On-Prem,2,2
10810,DEV-10810,Singapore,Zoom,Zoom Meetings,Cloud,5,5
10811,DEV-10811,Germany,Oracle DB,Oracle 19c,Cloud,2,0
10812,DEV-10812,Singapore,Oracle DB,Oracle 19c,On-Prem,2,0
10813,DEV-10813,UK,Zoom,Zoom Meetings,On-Prem,5,3
10814,DEV-10814,Singapore,Oracle DB,Oracle 21c,Cloud,2,2
10815,DEV-10815,India,Salesforce,CRM Cloud,On-Prem,4,2
10816,DEV-10816,Singapore,Zoom,Zoom Meetings,Cloud,4,1
10817,DEV-10817,Germany,Microsoft 365,Teams,On-Prem,5,0
10818,DEV-10818,Germany,Salesforce,CRM Cloud,On-Prem,5,4
10819,DEV-10819,India,Zoom,Zoom Meetings,On-Prem,1,1
10820,DEV-10820,Germany,Microsoft 365,Teams,Cloud,4,1
10821,DEV-10821,Singapore,Oracle DB,Oracle 21c,On-Prem,4,3
10822,DEV-10822,India,SQL Server,SQL 2019,On-Prem,2,1
10823,DEV-10823,Singapore,Salesforce,CRM Cloud,On-Prem,3,0
10824,DEV-10824,India,SQL Server,SQL 2019,On-Prem,3,3
10825,DEV-10825,Singapore,SQL Server,SQL 2019,Cloud,5,1
10826,DEV-10826,Germany,Microsoft 365,Word,On-Prem,1,1
10827,DEV-10827,UK,Salesforce,CRM Cloud,Cloud,4,2
10828,DEV-10828,UK,Adobe CC,Illustrator,On-Prem,2,0
10829,DEV-10829,US,SQL Server,SQL 2019,Cloud,4,3
10830,DEV-10830,India,Oracle DB,Oracle 21c,On-Prem,4,4
10831,DEV-10831,US,SQL Server,SQL 2019,On-Prem,5,3
10832,DEV-10832,India,Zoom,Zoom Meetings,Cloud,1,1
10833,DEV-10833,UK,Zoom,Zoom Meetings,On-Prem,1,1
10834,DEV-10834,Singapore,Oracle DB,Oracle 21c,Cloud,4,2
10835,DEV-10835,Germany,Oracle DB,Oracle 21c,Cloud,1,1
10836,DEV-10836,UK,Salesforce,CRM Cloud,Cloud,3,2
10837,DEV-10837,US,SQL Server,SQL 2022,On-Prem,4,3
10838,DEV-10838,Germany,Microsoft 365,Excel,Cloud,2,2
10839,DEV-10839,US,Adobe CC,Illustrator,Cloud,4,0
10840,DEV-10840,US,Salesforce,CRM Cloud,On-Prem,5,2
10841,DEV-10841,US,Zoom,Zoom Meetings,On-Prem,2,2
10842,DEV-10842,India,Zoom,Zoom Meetings,On-Prem,2,1
10843,DEV-10843,Germany,Microsoft 365,Word,Cloud,5,4
10844,DEV-10844,UK,Adobe CC,Illustrator,Cloud,1,1
10845,DEV-10845,Germany,Zoom,Zoom Meetings,On-Prem,3,2
10846,DEV-10846,India,Salesforce,CRM Cloud,Cloud,4,1
10847,DEV-10847,UK,SQL Server,SQL 2019,Cloud,2,0
10848,DEV-10848,UK,Oracle DB,Oracle 19c,Cloud,5,2
10849,DEV-10849,Germany,Zoom,Zoom Meetings,On-Prem,5,0
10850,DEV-10850,Singapore,Microsoft 365,Teams,On-Prem,2,2
10851,DEV-10851,Singapore,Microsoft 365,Excel,On-Prem,4,4
10852,DEV-10852,Singapore,SQL Server,SQL 2022,Cloud,5,2
10853,DEV-10853,Germany,Adobe CC,Illustrator,Cloud,4,0
10854,DEV-10854,UK,Zoom,Zoom Meetings,Cloud,5,0
10855,DEV-10855,Germany,SQL Server,SQL 2022,Cloud,2,2
10856,DEV-10856,UK,Microsoft 365,Word,Cloud,2,0
10857,DEV-10857,India,Adobe CC,Illustrator,On-Prem,5,0
10858,DEV-10858,Singapore,Oracle DB,Oracle 19c,On-Prem,2,0
10859,DEV-10859,India,SQL Server,SQL 2022,On-Prem,1,1
10860,DEV-10860,Germany,Salesforce,CRM Cloud,Cloud,4,4
10861,DEV-10861,India,SQL Server,SQL 2019,On-Prem,2,0
10862,DEV-10862,Germany,Oracle DB,Oracle 21c,On-Prem,5,4
10863,DEV-10863,US,Salesforce,CRM Cloud,Cloud,4,1
10864,DEV-10864,Singapore,Oracle DB,Oracle 19c,On-Prem,5,3
10865,DEV-10865,US,Adobe CC,Illustrator,On-Prem,1,1
10866,DEV-10866,Singapore,SQL Server,SQL 2019,On-Prem,4,4
10867,DEV-10867,US,Salesforce,CRM Cloud,On-Prem,3,2
10868,DEV-10868,India,Adobe CC,Illustrator,Cloud,1,1
10869,DEV-10869,India,SQL Server,SQL 2022,On-Prem,1,1
10870,DEV-10870,India,Microsoft 365,Word,Cloud,2,2
10871,DEV-10871,Germany,SQL Server,SQL 2019,On-Prem,5,0
10872,DEV-10872,India,SQL Server,SQL 2019,On-Prem,5,3
10873,DEV-10873,Germany,Adobe CC,Photoshop,Cloud,5,4
10874,DEV-10874,UK,Microsoft 365,Word,Cloud,1,0
10875,DEV-10875,UK,Salesforce,CRM Cloud,On-Prem,3,2
10876,DEV-10876,UK,Adobe CC,Illustrator,On-Prem,5,2
10877,DEV-10877,US,SQL Server,SQL 2022,Cloud,5,3
10878,DEV-10878,India,Microsoft 365,Word,Cloud,1,0
10879,DEV-10879,US,Zoom,Zoom Meetings,On-Prem,3,1
10880,DEV-10880,Singapore,Salesforce,CRM Cloud,Cloud,1,1
10881,DEV-10881,US,SQL Server,SQL 2019,On-Prem,1,1
10882,DEV-10882,US,SQL Server,SQL 2022,Cloud,2,0
10883,DEV-10883,India,Salesforce,CRM Cloud,On-Prem,4,1
10884,DEV-10884,India,Zoom,Zoom Meetings,Cloud,1,0
10885,DEV-10885,US,Zoom,Zoom Meetings,On-Prem,4,2
10886,DEV-10886,Germany,Adobe CC,Photoshop,Cloud,1,0
10887,DEV-10887,US,Salesforce,CRM Cloud,On-Prem,1,1
10888,DEV-10888,Germany,Oracle DB,Oracle 21c,On-Prem,5,2
10889,DEV-10889,Germany,SQL Server,SQL 2019,On-Prem,1,0
10890,DEV-10890,Singapore,Oracle DB,Oracle 21c,Cloud,5,4
10891,DEV-10891,UK,SQL Server,SQL 2019,Cloud,1,1
10892,DEV-10892,UK,Salesforce,CRM Cloud,On-Prem,4,4
10893,DEV-10893,UK,Oracle DB,Oracle 21c,On-Prem,4,4
10894,DEV-10894,US,Zoom,Zoom Meetings,On-Prem,5,4
10895,DEV-10895,Singapore,Oracle DB,Oracle 21c,On-Prem,4,3
10896,DEV-10896,UK,Oracle DB,Oracle 19c,On-Prem,3,0
10897,DEV-10897,UK,Oracle DB,Oracle 21c,Cloud,1,1
10898,DEV-10898,Singapore,SQL Server,SQL 2019,On-Prem,2,1
10899,DEV-10899,US,Adobe CC,Illustrator,On-Prem,2,2
10900,DEV-10900,UK,Microsoft 365,PowerPoint,On-Prem,4,0
10901,DEV-10901,UK,Zoom,Zoom Meetings,On-Prem,3,2
10902,DEV-10902,UK,SQL Server,SQL 2022,Cloud,2,1
10903,DEV-10903,US,Microsoft 365,Excel,On-Prem,3,0
10904,DEV-10904,US,Salesforce,CRM Cloud,Cloud,5,2
10905,DEV-10905,US,Microsoft 365,Word,Cloud,1,0
10906,DEV-10906,Singapore,Adobe CC,Illustrator,On-Prem,2,1
10907,DEV-10907,UK,SQL Server,SQL 2019,Cloud,1,1
10908,DEV-10908,India,SQL Server,SQL 2022,Cloud,1,0
10909,DEV-10909,UK,Microsoft 365,Excel,On-Prem,4,4
10910,DEV-10910,Germany,Zoom,Zoom Meetings,On-Prem,4,3
10911,DEV-10911,UK,Adobe CC,Premiere Pro,Cloud,1,0
10912,DEV-10912,Singapore,Salesforce,CRM Cloud,On-Prem,3,1
10913,DEV-10913,UK,Zoom,Zoom Meetings,On-Prem,4,1
10914,DEV-10914,Germany,Oracle DB,Oracle 19c,On-Prem,2,0
10915,DEV-10915,US,Microsoft 365,PowerPoint,On-Prem,4,2
10916,DEV-10916,Singapore,Adobe CC,Photoshop,Cloud,2,0
10917,DEV-10917,UK,Zoom,Zoom Meetings,Cloud,1,1
10918,DEV-10918,Germany,Oracle DB,Oracle 21c,Cloud,2,0
10919,DEV-10919,Singapore,Microsoft 365,Word,On-Prem,2,1
10920,DEV-10920,Germany,SQL Server,SQL 2019,On-Prem,4,1
10921,DEV-10921,Germany,Oracle DB,Oracle 21c,On-Prem,3,2
10922,DEV-10922,Singapore,Adobe CC,Photoshop,On-Prem,5,3
10923,DEV-10923,Singapore,Zoom,Zoom Meetings,Cloud,2,0
10924,DEV-10924,Singapore,Salesforce,CRM Cloud,On-Prem,3,0
10925,DEV-10925,India,Adobe CC,Photoshop,On-Prem,5,5
10926,DEV-10926,Singapore,Oracle DB,Oracle 19c,On-Prem,1,1
10927,DEV-10927,US,Microsoft 365,Excel,Cloud,5,2
10928,DEV-10928,Germany,Zoom,Zoom Meetings,Cloud,3,2
10929,DEV-10929,UK,Oracle DB,Oracle 21c,On-Prem,3,3
10930,DEV-10930,UK,Microsoft 365,Teams,On-Prem,3,0
10931,DEV-10931,US,Microsoft 365,Teams,Cloud,4,3
10932,DEV-10932,Germany,Salesforce,CRM Cloud,On-Prem,3,3
10933,DEV-10933,India,Zoom,Zoom Meetings,On-Prem,1,1
10934,DEV-10934,Germany,Adobe CC,Illustrator,On-Prem,5,2
10935,DEV-10935,UK,Adobe CC,Photoshop,Cloud,3,3
10936,DEV-10936,India,Microsoft 365,Excel,Cloud,2,1
10937,DEV-10937,Germany,Zoom,Zoom Meetings,Cloud,2,0
10938,DEV-10938,Singapore,Microsoft 365,Word,Cloud,4,3
10939,DEV-10939,UK,Oracle DB,Oracle 21c,On-Prem,3,0
10940,DEV-10940,Singapore,Microsoft 365,PowerPoint,On-Prem,2,1
10941,DEV-10941,India,Microsoft 365,Word,On-Prem,5,3
10942,DEV-10942,India,Salesforce,CRM Cloud,Cloud,2,1
10943,DEV-10943,Singapore,Salesforce,CRM Cloud,On-Prem,3,3
10944,DEV-10944,Singapore,Microsoft 365,Word,On-Prem,1,1
10945,DEV-10945,Singapore,Zoom,Zoom Meetings,Cloud,2,2
10946,DEV-10946,US,Salesforce,CRM Cloud,Cloud,3,3
10947,DEV-10947,US,Adobe CC,Premiere Pro,On-Prem,2,0
10948,DEV-10948,India,Salesforce,CRM Cloud,On-Prem,2,0
10949,DEV-10949,Germany,Salesforce,CRM Cloud,On-Prem,5,0
10950,DEV-10950,India,SQL Server,SQL 2022,Cloud,4,0
10951,DEV-10951,US,Microsoft 365,PowerPoint,Cloud,3,0
10952,DEV-10952,US,Microsoft 365,Excel,Cloud,5,2
10953,DEV-10953,Germany,SQL Server,SQL 2022,On-Prem,4,0
10954,DEV-10954,India,SQL Server,SQL 2019,On-Prem,3,1
10955,DEV-10955,Germany,SQL Server,SQL 2019,Cloud,3,0
10956,DEV-10956,Singapore,Zoom,Zoom Meetings,Cloud,5,5
10957,DEV-10957,Singapore,Microsoft 365,Word,Cloud,1,1
10958,DEV-10958,UK,SQL Server,SQL 2019,Cloud,1,1
10959,DEV-10959,Germany,Salesforce,CRM Cloud,Cloud,5,1
10960,DEV-10960,India,Zoom,Zoom Meetings,Cloud,4,4
10961,DEV-10961,UK,SQL Server,SQL 2019,Cloud,1,0
10962,DEV-10962,US,Oracle DB,Oracle 19c,Cloud,4,1
10963,DEV-10963,Germany,SQL Server,SQL 2019,Cloud,4,2
10964,DEV-10964,Singapore,Salesforce,CRM Cloud,Cloud,5,3
10965,DEV-10965,UK,Oracle DB,Oracle 19c,Cloud,4,2
10966,DEV-10966,US,Oracle DB,Oracle 19c,Cloud,1,1
10967,DEV-10967,Singapore,Adobe CC,Premiere Pro,On-Prem,5,5
10968,DEV-10968,Germany,Adobe CC,Illustrator,On-Prem,4,1
10969,DEV-10969,Germany,Adobe CC,Photoshop,On-Prem,1,1
10970,DEV-10970,Germany,Adobe CC,Photoshop,Cloud,3,0
10971,DEV-10971,Germany,Microsoft 365,Teams,On-Prem,1,0
10972,DEV-10972,US,Microsoft 365,Excel,On-Prem,5,4
10973,DEV-10973,US,Adobe CC,Illustrator,Cloud,3,0
10974,DEV-10974,Germany,Oracle DB,Oracle 19c,Cloud,4,3
10975,DEV-10975,India,Microsoft 365,Excel,On-Prem,5,5
10976,DEV-10976,Germany,Adobe CC,Premiere Pro,Cloud,3,1
10977,DEV-10977,Germany,Adobe CC,Photoshop,Cloud,5,2
10978,DEV-10978,UK,Salesforce,CRM Cloud,On-Prem,4,2
10979,DEV-10979,Singapore,Zoom,Zoom Meetings,Cloud,5,4
10980,DEV-10980,India,Salesforce,CRM Cloud,Cloud,1,0
10981,DEV-10981,India,SQL Server,SQL 2019,Cloud,5,4
10982,DEV-10982,US,Salesforce,CRM Cloud,Cloud,5,4
10983,DEV-10983,Germany,Adobe CC,Illustrator,Cloud,4,1
10984,DEV-10984,India,Oracle DB,Oracle 21c,Cloud,5,5
10985,DEV-10985,India,SQL Server,SQL 2019,Cloud,3,0
10986,DEV-10986,India,Microsoft 365,Word,On-Prem,5,4
10987,DEV-10987,US,Microsoft 365,Word,On-Prem,5,2
10988,DEV-10988,India,Microsoft 365,Word,Cloud,2,2
10989,DEV-10989,Germany,Oracle DB,Oracle 21c,On-Prem,3,3
10990,DEV-10990,India,SQL Server,SQL 2022,On-Prem,4,2
10991,DEV-10991,US,Microsoft 365,Word,Cloud,3,0
10992,DEV-10992,Singapore,Salesforce,CRM Cloud,On-Prem,4,1
10993,DEV-10993,Germany,Oracle DB,Oracle 19c,On-Prem,3,1
10994,DEV-10994,Singapore,Oracle DB,Oracle 19c,Cloud,4,3
10995,DEV-10995,Germany,Microsoft 365,Teams,On-Prem,3,0
10996,DEV-10996,US,Oracle DB,Oracle 19c,On-Prem,1,1
10997,DEV-10997,Germany,Oracle DB,Oracle 21c,On-Prem,3,0
10998,DEV-10998,Singapore,Adobe CC,Premiere Pro,Cloud,1,0
10999,DEV-10999,Germany,SQL Server,SQL 2022,Cloud,5,4
11000,DEV-11000,UK,Microsoft 365,Excel,On-Prem,4,1
11001,DEV-11001,UK,Oracle DB,Oracle 19c,On-Prem,3,0
11002,DEV-11002,US,Adobe CC,Photoshop,Cloud,3,0
11003,DEV-11003,Singapore,Salesforce,CRM Cloud,On-Prem,4,4
11004,DEV-11004,Singapore,Adobe CC,Illustrator,On-Prem,1,0
11005,DEV-11005,Germany,Microsoft 365,Excel,Cloud,5,2
11006,DEV-11006,Singapore,Zoom,Zoom Meetings,Cloud,2,0
11007,DEV-11007,US,Zoom,Zoom Meetings,On-Prem,2,1
11008,DEV-11008,UK,Salesforce,CRM Cloud,On-Prem,4,3
11009,DEV-11009,UK,Zoom,Zoom Meetings,On-Prem,5,2
11010,DEV-11010,Singapore,Adobe CC,Illustrator,On-Prem,5,3
11011,DEV-11011,UK,Salesforce,CRM Cloud,Cloud,4,0
11012,DEV-11012,US,Microsoft 365,PowerPoint,Cloud,5,0
11013,DEV-11013,India,SQL Server,SQL 2022,Cloud,2,1
11014,DEV-11014,UK,Salesforce,CRM Cloud,On-Prem,3,1
11015,DEV-11015,Singapore,Microsoft 365,PowerPoint,On-Prem,3,1
11016,DEV-11016,US,Salesforce,CRM Cloud,Cloud,4,4
11017,DEV-11017,Germany,Oracle DB,Oracle 21c,On-Prem,3,1
11018,DEV-11018,Germany,Salesforce,CRM Cloud,On-Prem,3,1
11019,DEV-11019,US,Salesforce,CRM Cloud,Cloud,3,2
11020,DEV-11020,UK,Zoom,Zoom Meetings,On-Prem,1,1
11021,DEV-11021,Singapore,SQL Server,SQL 2019,Cloud,3,2
11022,DEV-11022,Germany,Zoom,Zoom Meetings,Cloud,2,2
11023,DEV-11023,India,Zoom,Zoom Meetings,On-Prem,1,0
11024,DEV-11024,US,Adobe CC,Illustrator,On-Prem,4,4
11025,DEV-11025,India,SQL Server,SQL 2019,On-Prem,5,0
11026,DEV-11026,Germany,Microsoft 365,PowerPoint,On-Prem,3,3
11027,DEV-11027,US,SQL Server,SQL 2019,Cloud,3,1
11028,DEV-11028,Germany,Adobe CC,Photoshop,On-Prem,3,3
11029,DEV-11029,Singapore,Microsoft 365,Word,On-Prem,3,0
11030,DEV-11030,UK,SQL Server,SQL 2019,Cloud,1,0
11031,DEV-11031,UK,Microsoft 365,PowerPoint,Cloud,5,5
11032,DEV-11032,Singapore,Salesforce,CRM Cloud,Cloud,5,0
11033,DEV-11033,UK,Zoom,Zoom Meetings,On-Prem,2,1
11034,DEV-11034,Singapore,Oracle DB,Oracle 21c,Cloud,4,3
11035,DEV-11035,Singapore,SQL Server,SQL 2019,On-Prem,2,0
11036,DEV-11036,Germany,Microsoft 365,Excel,On-Prem,5,4
11037,DEV-11037,Germany,Salesforce,CRM Cloud,On-Prem,5,4
11038,DEV-11038,Singapore,Salesforce,CRM Cloud,On-Prem,3,1
11039,DEV-11039,India,Microsoft 365,Teams,Cloud,5,1
11040,DEV-11040,US,Salesforce,CRM Cloud,On-Prem,5,0
11041,DEV-11041,UK,Salesforce,CRM Cloud,Cloud,4,4
11042,DEV-11042,US,Oracle DB,Oracle 21c,On-Prem,1,0
11043,DEV-11043,US,Adobe CC,Illustrator,On-Prem,3,0
11044,DEV-11044,Singapore,Zoom,Zoom Meetings,Cloud,2,1
11045,DEV-11045,India,Oracle DB,Oracle 21c,On-Prem,2,1
11046,DEV-11046,Singapore,Microsoft 365,Teams,On-Prem,2,2
11047,DEV-11047,US,Salesforce,CRM Cloud,On-Prem,4,2
11048,DEV-11048,India,Zoom,Zoom Meetings,Cloud,3,1
11049,DEV-11049,Germany,Microsoft 365,Teams,Cloud,3,3
11050,DEV-11050,UK,Oracle DB,Oracle 21c,Cloud,1,0
11051,DEV-11051,Germany,SQL Server,SQL 2019,Cloud,1,1
11052,DEV-11052,UK,SQL Server,SQL 2019,On-Prem,3,1
11053,DEV-11053,Germany,Microsoft 365,Teams,Cloud,2,0
11054,DEV-11054,India,SQL Server,SQL 2019,On-Prem,5,0
11055,DEV-11055,UK,Oracle DB,Oracle 19c,On-Prem,1,1
11056,DEV-11056,Singapore,SQL Server,SQL 2022,On-Prem,1,1
11057,DEV-11057,UK,Salesforce,CRM Cloud,On-Prem,2,0
11058,DEV-11058,Germany,Zoom,Zoom Meetings,On-Prem,4,1
11059,DEV-11059,Singapore,Adobe CC,Illustrator,On-Prem,5,2
11060,DEV-11060,UK,Microsoft 365,Teams,On-Prem,3,2
11061,DEV-11061,Germany,Oracle DB,Oracle 21c,On-Prem,3,1
11062,DEV-11062,Singapore,Salesforce,CRM Cloud,Cloud,4,4
11063,DEV-11063,India,Zoom,Zoom Meetings,Cloud,1,1
11064,DEV-11064,UK,SQL Server,SQL 2022,Cloud,3,0
11065,DEV-11065,India,Salesforce,CRM Cloud,On-Prem,4,0
11066,DEV-11066,India,Microsoft 365,Excel,On-Prem,5,1
11067,DEV-11067,Germany,Oracle DB,Oracle 21c,On-Prem,5,3
11068,DEV-11068,Germany,Microsoft 365,Excel,Cloud,4,1
11069,DEV-11069,Germany,SQL Server,SQL 2022,Cloud,4,4
11070,DEV-11070,Singapore,Salesforce,CRM Cloud,On-Prem,4,4
11071,DEV-11071,India,Oracle DB,Oracle 19c,On-Prem,4,1
11072,DEV-11072,Germany,Oracle DB,Oracle 19c,Cloud,5,1
11073,DEV-11073,UK,Oracle DB,Oracle 21c,Cloud,1,1
11074,DEV-11074,Germany,SQL Server,SQL 2022,On-Prem,5,2
11075,DEV-11075,Singapore,Zoom,Zoom Meetings,Cloud,2,1
11076,DEV-11076,US,Salesforce,CRM Cloud,On-Prem,5,2
11077,DEV-11077,Singapore,SQL Server,SQL 2019,Cloud,1,1
11078,DEV-11078,Singapore,Oracle DB,Oracle 21c,Cloud,1,0
11079,DEV-11079,Germany,Salesforce,CRM Cloud,On-Prem,3,3
11080,DEV-11080,Singapore,Adobe CC,Premiere Pro,Cloud,5,0
11081,DEV-11081,Germany,Adobe CC,Premiere Pro,Cloud,2,2
11082,DEV-11082,US,Zoom,Zoom Meetings,Cloud,3,2
11083,DEV-11083,Germany,Zoom,Zoom Meetings,Cloud,1,0
11084,DEV-11084,Singapore,Microsoft 365,Excel,On-Prem,5,1
11085,DEV-11085,UK,Adobe CC,Illustrator,Cloud,4,0
11086,DEV-11086,US,Oracle DB,Oracle 19c,Cloud,4,4
11087,DEV-11087,India,Adobe CC,Illustrator,Cloud,3,2
11088,DEV-11088,US,Oracle DB,Oracle 19c,On-Prem,2,1
11089,DEV-11089,Germany,SQL Server,SQL 2022,Cloud,1,0
11090,DEV-11090,India,Salesforce,CRM Cloud,Cloud,5,3
11091,DEV-11091,US,SQL Server,SQL 2019,On-Prem,5,2
11092,DEV-11092,India,Zoom,Zoom Meetings,On-Prem,3,0
11093,DEV-11093,Singapore,Zoom,Zoom Meetings,Cloud,5,2
11094,DEV-11094,India,Microsoft 365,Teams,Cloud,1,1
11095,DEV-11095,Singapore,Adobe CC,Photoshop,On-Prem,1,0
11096,DEV-11096,Germany,Microsoft 365,Word,On-Prem,4,4
11097,DEV-11097,US,SQL Server,SQL 2019,Cloud,2,2
11098,DEV-11098,US,SQL Server,SQL 2019,On-Prem,2,0
11099,DEV-11099,Germany,Adobe CC,Photoshop,Cloud,1,1
11100,DEV-11100,UK,Adobe CC,Premiere Pro,Cloud,5,3
11101,DEV-11101,UK,Salesforce,CRM Cloud,On-Prem,1,0
11102,DEV-11102,Germany,Salesforce,CRM Cloud,On-Prem,4,1
11103,DEV-11103,Singapore,Oracle DB,Oracle 21c,On-Prem,3,2
11104,DEV-11104,Singapore,Adobe CC,Illustrator,On-Prem,4,3
11105,DEV-11105,US,Adobe CC,Illustrator,Cloud,1,1
11106,DEV-11106,Germany,Zoom,Zoom Meetings,Cloud,4,3
11107,DEV-11107,India,SQL Server,SQL 2019,On-Prem,1,1
11108,DEV-11108,UK,Salesforce,CRM Cloud,Cloud,1,0
11109,DEV-11109,Singapore,Zoom,Zoom Meetings,Cloud,5,4
11110,DEV-11110,India,Zoom,Zoom Meetings,On-Prem,5,0
11111,DEV-11111,Singapore,SQL Server,SQL 2019,On-Prem,4,2
11112,DEV-11112,Singapore,Microsoft 365,Teams,On-Prem,4,3
11113,DEV-11113,UK,SQL Server,SQL 2019,On-Prem,3,2
11114,DEV-11114,UK,Zoom,Zoom Meetings,On-Prem,2,0
11115,DEV-11115,Singapore,Zoom,Zoom Meetings,Cloud,5,3
11116,DEV-11116,US,Adobe CC,Premiere Pro,Cloud,5,0
11117,DEV-11117,US,Zoom,Zoom Meetings,On-Prem,2,1
11118,DEV-11118,Germany,SQL Server,SQL 2022,On-Prem,2,1
11119,DEV-11119,India,Salesforce,CRM Cloud,On-Prem,1,0
11120,DEV-11120,India,Adobe CC,Photoshop,Cloud,5,4
11121,DEV-11121,Germany,Microsoft 365,Word,Cloud,4,0
11122,DEV-11122,Germany,Adobe CC,Illustrator,On-Prem,1,0
11123,DEV-11123,Germany,Microsoft 365,Teams,Cloud,3,3
11124,DEV-11124,US,Salesforce,CRM Cloud,Cloud,3,2
11125,DEV-11125,US,Oracle DB,Oracle 19c,Cloud,3,2
11126,DEV-11126,UK,Microsoft 365,Teams,On-Prem,1,0
11127,DEV-11127,India,Adobe CC,Premiere Pro,Cloud,1,1
11128,DEV-11128,Singapore,SQL Server,SQL 2019,On-Prem,2,1
11129,DEV-11129,Germany,Microsoft 365,PowerPoint,Cloud,4,1
11130,DEV-11130,Germany,Salesforce,CRM Cloud,Cloud,1,1
11131,DEV-11131,Germany,Adobe CC,Illustrator,Cloud,3,0
11132,DEV-11132,Germany,Oracle DB,Oracle 21c,On-Prem,4,1
11133,DEV-11133,UK,Oracle DB,Oracle 19c,Cloud,4,0
