Month,ResourceID,Cloud,Service,Region,InstanceSize,AvgCPUPercent,AvgMemPercent,OnDemandCost,DiscountedCost
2025-04,az-0111,Azure,Compute/VM,eastus,micro,7.8,25.7,46.96,33.04
2025-05,az-0111,Azure,Compute/VM,eastus,micro,12.1,17.4,44.93,35.07
2025-06,az-0111,Azure,Compute/VM,eastus,micro,9.0,25.6,43.36,36.64
2025-07,az-0111,Azure,Compute/VM,eastus,micro,11.0,25.2,39.91,40.09
2025-08,az-0111,Azure,Compute/VM,eastus,micro,6.1,15.3,39.3,40.7
2024-09,aw-0112,AWS,Storage,us-east-1,micro,27.2,40.8,46.63,33.37
2024-10,aw-0112,AWS,Storage,us-east-1,micro,28.2,32.4,47.06,32.94
2024-11,aw-0112,AWS,Storage,us-east-1,micro,35.0,31.3,41.45,38.55
2024-12,aw-0112,AWS,Storage,us-east-1,micro,29.6,38.8,35.85,44.15
2025-01,aw-0112,AWS,Storage,us-east-1,micro,30.0,33.5,50.71,29.29
2025-02,aw-0112,AWS,Storage,us-east-1,micro,35.4,35.5,45.4,34.6
2025-03,aw-0112,AWS,Storage,us-east-1,micro,29.1,29.2,44.81,35.19
2025-04,aw-0112,AWS,Storage,us-east-1,micro,37.1,30.5,38.45,41.55
2025-05,aw-0112,AWS,Storage,us-east-1,micro,30.3,35.2,50.27,29.73
2025-06,aw-0112,AWS,Storage,us-east-1,micro,28.4,31.0,41.25,38.75
2025-07,aw-0112,AWS,Storage,us-east-1,micro,27.9,26.9,50.06,29.94
2025-08,aw-0112,AWS,Storage,us-east-1,micro,22.1,33.6,37.81,42.19
2024-09,gc-0113,GCP,Compute/VM,europe-west1,medium,37.4,36.2,79.31,80.69
2024-10,gc-0113,GCP,Compute/VM,europe-west1,medium,40.4,33.4,82.84,77.16
2024-11,gc-0113,GCP,Compute/VM,europe-west1,medium,40.1,30.5,95.41,64.59
2024-12,gc-0113,GCP,Compute/VM,europe-west1,medium,44.0,36.8,93.14,66.86
2025-01,gc-0113,GCP,Compute/VM,europe-west1,medium,41.6,40.3,86.82,73.18
2025-02,gc-0113,GCP,Compute/VM,europe-west1,medium,37.8,37.3,83.37,76.63
2025-03,gc-0113,GCP,Compute/VM,europe-west1,medium,42.1,36.0,91.9,68.1
2025-04,gc-0113,GCP,Compute/VM,europe-west1,medium,39.1,30.1,82.37,77.63
2025-05,gc-0113,GCP,Compute/VM,europe-west1,medium,39.7,27.6,96.49,63.51
2025-06,gc-0113,GCP,Compute/VM,europe-west1,medium,42.5,27.0,78.12,81.88
2025-07,gc-0113,GCP,Compute/VM,europe-west1,medium,34.5,32.7,91.98,68.02
2025-08,gc-0113,GCP,Compute/VM,europe-west1,medium,34.7,28.0,99.82,60.18
2024-09,aw-0114,AWS,Database,us-west-2,2xlarge,17.7,14.3,178.83,101.17
2024-10,aw-0114,AWS,Database,us-west-2,2xlarge,18.4,8.1,173.01,106.99
2024-11,aw-0114,AWS,Database,us-west-2,2xlarge,19.6,11.0,128.89,151.11
2024-12,aw-0114,AWS,Database,us-west-2,2xlarge,21.4,4.5,118.72,161.28
2025-01,aw-0114,AWS,Database,us-west-2,2xlarge,15.2,3.0,128.21,151.79
2025-02,aw-0114,AWS,Database,us-west-2,2xlarge,22.0,10.0,156.67,123.33
2025-03,aw-0114,AWS,Database,us-west-2,2xlarge,25.7,4.5,169.11,110.89
2025-04,aw-0114,AWS,Database,us-west-2,2xlarge,20.7,12.1,142.13,137.87
2025-05,aw-0114,AWS,Database,us-west-2,2xlarge,18.5,10.0,171.61,108.39
2025-06,aw-0114,AWS,Database,us-west-2,2xlarge,20.8,14.4,132.08,147.92
2025-07,aw-0114,AWS,Database,us-west-2,2xlarge,18.5,9.5,164.34,115.66
2025-08,aw-0114,AWS,Database,us-west-2,2xlarge,19.9,3.0,165.87,114.13
2024-09,az-0115,Azure,Cache,westus2,nano,21.7,37.8,22.48,17.52
2024-10,az-0115,Azure,Cache,westus2,nano,23.9,41.1,22.1,17.9
2024-11,az-0115,Azure,Cache,westus2,nano,24.8,35.0,21.73,18.27
2024-12,az-0115,Azure,Cache,westus2,nano,25.8,35.5,22.1,17.9
2025-01,az-0115,Azure,Cache,westus2,nano,29.2,35.0,24.22,15.78
2025-02,az-0115,Azure,Cache,westus2,nano,27.3,34.7,23.11,16.89
2025-03,az-0115,Azure,Cache,westus2,nano,27.4,38.2,25.31,14.69
2025-04,az-0115,Azure,Cache,westus2,nano,31.2,41.3,22.06,17.94
2025-05,az-0115,Azure,Cache,westus2,nano,22.8,34.6,20.95,19.05
2025-06,az-0115,Azure,Cache,westus2,nano,26.1,37.2,18.04,21.96
2025-07,az-0115,Azure,Cache,westus2,nano,26.3,28.7,24.79,15.21
2025-08,az-0115,Azure,Cache,westus2,nano,26.6,32.6,22.68,17.32
2024-09,gc-0116,GCP,Compute/VM,europe-west1,small,27.2,33.7,57.96,62.04
2024-10,gc-0116,GCP,Compute/VM,europe-west1,small,29.3,22.6,75.1,44.9
2024-11,gc-0116,GCP,Compute/VM,europe-west1,small,26.4,25.2,75.81,44.19
2024-12,gc-0116,GCP,Compute/VM,europe-west1,small,31.8,17.6,59.77,60.23
2025-01,gc-0116,GCP,Compute/VM,europe-west1,small,33.3,24.9,73.81,46.19
2025-02,gc-0116,GCP,Compute/VM,europe-west1,small,32.4,23.0,58.93,61.07
2025-03,gc-0116,GCP,Compute/VM,europe-west1,small,31.9,33.2,58.57,61.43
2025-04,gc-0116,GCP,Compute/VM,europe-west1,small,31.5,25.5,65.81,54.19
2025-05,gc-0116,GCP,Compute/VM,europe-west1,small,31.1,20.6,58.71,61.29
2025-06,gc-0116,GCP,Compute/VM,europe-west1,small,31.8,22.4,61.43,58.57
2025-07,gc-0116,GCP,Compute/VM,europe-west1,small,24.5,24.0,66.07,53.93
2025-08,gc-0116,GCP,Compute/VM,europe-west1,small,23.1,23.3,74.88,45.12
2024-09,gc-0117,GCP,Storage,europe-west1,2xlarge,36.6,33.8,181.61,98.39
2024-10,gc-0117,GCP,Storage,europe-west1,2xlarge,33.6,42.9,180.72,99.28
2024-11,gc-0117,GCP,Storage,europe-west1,2xlarge,38.9,45.8,155.34,124.66
2024-12,gc-0117,GCP,Storage,europe-west1,2xlarge,40.5,34.5,166.28,113.72
2025-01,gc-0117,GCP,Storage,europe-west1,2xlarge,36.6,38.8,153.95,126.05
2025-02,gc-0117,GCP,Storage,europe-west1,2xlarge,38.8,36.9,161.23,118.77
2025-03,gc-0117,GCP,Storage,europe-west1,2xlarge,36.7,29.0,149.55,130.45
2025-04,gc-0117,GCP,Storage,europe-west1,2xlarge,35.5,31.3,144.49,135.51
2025-05,gc-0117,GCP,Storage,europe-west1,2xlarge,37.3,26.4,186.73,93.27
2025-06,gc-0117,GCP,Storage,europe-west1,2xlarge,32.1,30.4,143.67,136.33
2025-07,gc-0117,GCP,Storage,europe-west1,2xlarge,32.9,32.9,168.38,111.62
2025-08,gc-0117,GCP,Storage,europe-west1,2xlarge,31.8,38.9,181.46,98.54
2024-09,aw-0118,AWS,Compute/VM,us-east-1,large,13.4,12.1,114.17,85.83
2024-10,aw-0118,AWS,Compute/VM,us-east-1,large,9.8,19.1,123.87,76.13
2024-11,aw-0118,AWS,Compute/VM,us-east-1,large,10.8,12.9,102.2,97.8
2024-12,aw-0118,AWS,Compute/VM,us-east-1,large,11.6,12.9,128.26,71.74
2025-01,aw-0118,AWS,Compute/VM,us-east-1,large,7.6,13.4,119.61,80.39
2025-02,aw-0118,AWS,Compute/VM,us-east-1,large,13.2,4.0,95.75,104.25
2025-03,aw-0118,AWS,Compute/VM,us-east-1,large,11.9,3.4,116.6,83.4
2025-04,aw-0118,AWS,Compute/VM,us-east-1,large,9.8,13.1,114.45,85.55
2025-05,aw-0118,AWS,Compute/VM,us-east-1,large,8.8,8.6,103.79,96.21
2025-06,aw-0118,AWS,Compute/VM,us-east-1,large,11.7,8.0,108.86,91.14
2025-07,aw-0118,AWS,Compute/VM,us-east-1,large,12.7,9.2,113.33,86.67
2025-08,aw-0118,AWS,Compute/VM,us-east-1,large,9.2,9.9,111.75,88.25
2024-09,aw-0119,AWS,Compute/VM,us-west-2,small,12.9,33.4,60.27,59.73
2024-10,aw-0119,AWS,Compute/VM,us-west-2,small,10.6,34.0,60.41,59.59
2024-11,aw-0119,AWS,Compute/VM,us-west-2,small,13.1,31.7,66.7,53.3
2024-12,aw-0119,AWS,Compute/VM,us-west-2,small,14.0,35.5,71.35,48.65
2025-01,aw-0119,AWS,Compute/VM,us-west-2,small,10.4,31.1,49.84,70.16
2025-02,aw-0119,AWS,Compute/VM,us-west-2,small,15.2,33.6,71.42,48.58
2025-03,aw-0119,AWS,Compute/VM,us-west-2,small,8.6,38.4,81.48,38.52
2025-04,aw-0119,AWS,Compute/VM,us-west-2,small,11.3,30.2,63.13,56.87
2025-05,aw-0119,AWS,Compute/VM,us-west-2,small,10.4,26.7,74.34,45.66
2025-06,aw-0119,AWS,Compute/VM,us-west-2,small,14.1,30.1,63.83,56.17
2025-07,aw-0119,AWS,Compute/VM,us-west-2,small,12.7,21.8,69.49,50.51
2025-08,aw-0119,AWS,Compute/VM,us-west-2,small,13.2,24.0,61.85,58.15
2024-09,aw-0120,AWS,Database,us-east-1,2xlarge,17.7,26.7,147.8,132.2
2024-10,aw-0120,AWS,Database,us-east-1,2xlarge,21.3,19.7,134.96,145.04
2024-11,aw-0120,AWS,Database,us-east-1,2xlarge,20.1,13.3,158.46,121.54
2024-12,aw-0120,AWS,Database,us-east-1,2xlarge,19.4,14.6,127.81,152.19
2025-01,aw-0120,AWS,Database,us-east-1,2xlarge,19.7,19.1,146.21,133.79
2025-02,aw-0120,AWS,Database,us-east-1,2xlarge,20.9,21.4,158.45,121.55
2025-03,aw-0120,AWS,Database,us-east-1,2xlarge,19.9,15.8,138.6,141.4
2025-04,aw-0120,AWS,Database,us-east-1,2xlarge,24.3,17.8,163.85,116.15
2025-05,aw-0120,AWS,Database,us-east-1,2xlarge,21.8,16.8,154.02,125.98
2025-06,aw-0120,AWS,Database,us-east-1,2xlarge,22.7,21.2,134.94,145.06
2025-07,aw-0120,AWS,Database,us-east-1,2xlarge,20.7,20.2,158.44,121.56
2025-08,aw-0120,AWS,Database,us-east-1,2xlarge,15.0,19.1,160.2,119.8
2024-09,gc-0121,GCP,Cache,asia-south1,large,14.7,9.4,129.92,70.08
2024-10,gc-0121,GCP,Cache,asia-south1,large,17.8,10.1,111.71,88.29
2024-11,gc-0121,GCP,Cache,asia-south1,large,19.2,10.2,108.89,91.11
2024-12,gc-0121,GCP,Cache,asia-south1,large,20.2,13.8,111.79,88.21
2025-01,gc-0121,GCP,Cache,asia-south1,large,18.6,14.4,105.21,94.79
2025-02,gc-0121,GCP,Cache,asia-south1,large,22.8,5.9,114.44,85.56
2025-03,gc-0121,GCP,Cache,asia-south1,large,23.5,9.4,123.22,76.78
2025-04,gc-0121,GCP,Cache,asia-south1,large,16.4,6.4,106.64,93.36
2025-05,gc-0121,GCP,Cache,asia-south1,large,20.2,5.8,116.27,83.73
2025-06,gc-0121,GCP,Cache,asia-south1,large,23.3,3.0,115.4,84.6
2025-07,gc-0121,GCP,Cache,asia-south1,large,16.8,10.4,103.56,96.44
2025-08,gc-0121,GCP,Cache,asia-south1,large,17.8,3.0,119.14,80.86
2024-09,az-0122,Azure,Cache,westus2,2xlarge,38.6,43.1,140.03,139.97
2024-10,az-0122,Azure,Cache,westus2,2xlarge,40.3,39.5,120.86,159.14
2024-11,az-0122,Azure,Cache,westus2,2xlarge,35.6,40.2,134.66,145.34
2024-12,az-0122,Azure,Cache,westus2,2xlarge,40.8,39.6,153.14,126.86
2025-01,az-0122,Azure,Cache,westus2,2xlarge,40.2,35.5,165.86,114.14
2025-02,az-0122,Azure,Cache,westus2,2xlarge,39.2,30.6,143.77,136.23
2025-03,az-0122,Azure,Cache,westus2,2xlarge,39.8,32.4,156.04,123.96
2025-04,az-0122,Azure,Cache,westus2,2xlarge,40.7,40.8,176.46,103.54
2025-05,az-0122,Azure,Cache,westus2,2xlarge,35.7,38.2,176.75,103.25
2025-06,az-0122,Azure,Cache,westus2,2xlarge,33.1,31.5,133.12,146.88
2025-07,az-0122,Azure,Cache,westus2,2xlarge,36.9,31.3,170.49,109.51
2025-08,az-0122,Azure,Cache,westus2,2xlarge,36.9,33.7,124.21,155.79
2024-09,az-0123,Azure,Compute/VM,westeurope,small,22.3,34.9,71.67,48.33
2024-10,az-0123,Azure,Compute/VM,westeurope,small,21.6,32.2,81.54,38.46
2024-11,az-0123,Azure,Compute/VM,westeurope,small,19.5,31.3,63.67,56.33
2024-12,az-0123,Azure,Compute/VM,westeurope,small,22.0,30.3,58.4,61.6
2025-01,az-0123,Azure,Compute/VM,westeurope,small,23.1,27.1,64.19,55.81
2025-02,az-0123,Azure,Compute/VM,westeurope,small,22.3,31.5,74.52,45.48
2025-03,az-0123,Azure,Compute/VM,westeurope,small,23.8,32.4,66.76,53.24
2025-04,az-0123,Azure,Compute/VM,westeurope,small,22.3,27.6,59.19,60.81
2025-05,az-0123,Azure,Compute/VM,westeurope,small,17.0,27.5,80.97,39.03
2025-06,az-0123,Azure,Compute/VM,westeurope,small,17.4,28.0,62.92,57.08
2025-07,az-0123,Azure,Compute/VM,westeurope,small,21.1,32.2,53.15,66.85
2025-08,az-0123,Azure,Compute/VM,westeurope,small,21.8,23.5,61.03,58.97
2024-09,az-0124,Azure,Compute/VM,westeurope,large,28.9,39.9,103.1,96.9
2024-10,az-0124,Azure,Compute/VM,westeurope,large,33.2,38.4,107.59,92.41
2024-11,az-0124,Azure,Compute/VM,westeurope,large,38.2,36.8,130.28,69.72
2024-12,az-0124,Azure,Compute/VM,westeurope,large,42.1,36.6,117.27,82.73
2025-01,az-0124,Azure,Compute/VM,westeurope,large,43.7,37.5,114.78,85.22
2025-02,az-0124,Azure,Compute/VM,westeurope,large,31.5,36.5,85.49,114.51
2025-03,az-0124,Azure,Compute/VM,westeurope,large,44.3,42.1,101.97,98.03
2025-04,az-0124,Azure,Compute/VM,westeurope,large,40.3,31.3,115.18,84.82
2025-05,az-0124,Azure,Compute/VM,westeurope,large,38.1,35.5,105.88,94.12
2025-06,az-0124,Azure,Compute/VM,westeurope,large,33.2,27.5,105.11,94.89
2025-07,az-0124,Azure,Compute/VM,westeurope,large,29.1,31.9,119.52,80.48
2025-08,az-0124,Azure,Compute/VM,westeurope,large,33.4,32.3,111.65,88.35
2024-09,aw-0125,AWS,Cache,us-east-1,medium,22.8,9.6,94.37,65.63
2024-10,aw-0125,AWS,Cache,us-east-1,medium,14.3,5.8,95.11,64.89
2024-11,aw-0125,AWS,Cache,us-east-1,medium,15.0,7.2,92.2,67.8
2024-12,aw-0125,AWS,Cache,us-east-1,medium,17.3,9.7,91.82,68.18
2025-01,aw-0125,AWS,Cache,us-east-1,medium,19.4,11.9,88.42,71.58
2025-02,aw-0125,AWS,Cache,us-east-1,medium,23.0,3.0,96.58,63.42
2025-03,aw-0125,AWS,Cache,us-east-1,medium,20.8,3.0,95.16,64.84
2025-04,aw-0125,AWS,Cache,us-east-1,medium,22.8,4.7,96.86,63.14
2025-05,aw-0125,AWS,Cache,us-east-1,medium,20.2,6.3,83.91,76.09
2025-06,aw-0125,AWS,Cache,us-east-1,medium,16.3,5.8,81.38,78.62
2025-07,aw-0125,AWS,Cache,us-east-1,medium,16.2,3.0,97.38,62.62
2025-08,aw-0125,AWS,Cache,us-east-1,medium,17.3,6.1,97.39,62.61
2024-09,gc-0126,GCP,Database,europe-west1,medium,14.0,18.8,88.94,71.06
2024-10,gc-0126,GCP,Database,europe-west1,medium,9.5,17.8,100.71,59.29
2024-11,gc-0126,GCP,Database,europe-west1,medium,15.1,16.3,110.31,49.69
2024-12,gc-0126,GCP,Database,europe-west1,medium,17.2,22.4,76.29,83.71
2025-01,gc-0126,GCP,Database,europe-west1,medium,10.5,14.0,98.77,61.23
2025-02,gc-0126,GCP,Database,europe-west1,medium,19.9,19.9,82.74,77.26
2025-03,gc-0126,GCP,Database,europe-west1,medium,10.8,20.8,105.05,54.95
2025-04,gc-0126,GCP,Database,europe-west1,medium,12.6,13.0,96.28,63.72
2025-05,gc-0126,GCP,Database,europe-west1,medium,12.8,16.4,98.96,61.04
2025-06,gc-0126,GCP,Database,europe-west1,medium,13.8,13.4,88.71,71.29
2025-07,gc-0126,GCP,Database,europe-west1,medium,8.6,18.7,97.49,62.51
2025-08,gc-0126,GCP,Database,europe-west1,medium,11.1,12.3,91.12,68.88
2024-09,aw-0127,AWS,Database,ap-south-1,xlarge,30.0,44.8,151.8,88.2
2024-10,aw-0127,AWS,Database,ap-south-1,xlarge,31.3,47.0,149.37,90.63
2024-11,aw-0127,AWS,Database,ap-south-1,xlarge,36.1,42.0,110.1,129.9
2024-12,aw-0127,AWS,Database,ap-south-1,xlarge,32.6,50.1,130.33,109.67
2025-01,aw-0127,AWS,Database,ap-south-1,xlarge,31.6,33.7,161.99,78.01
2025-02,aw-0127,AWS,Database,ap-south-1,xlarge,30.0,34.0,145.7,94.3
2025-03,aw-0127,AWS,Database,ap-south-1,xlarge,37.4,42.7,134.83,105.17
2025-04,aw-0127,AWS,Database,ap-south-1,xlarge,26.7,36.8,136.0,104.0
2025-05,aw-0127,AWS,Database,ap-south-1,xlarge,26.3,35.4,140.1,99.9
2025-06,aw-0127,AWS,Database,ap-south-1,xlarge,27.2,40.0,154.8,85.2
2025-07,aw-0127,AWS,Database,ap-south-1,xlarge,28.1,35.8,142.88,97.12
2025-08,aw-0127,AWS,Database,ap-south-1,xlarge,25.3,36.5,145.32,94.68
2024-09,gc-0128,GCP,Compute/VM,us-west1,micro,4.5,30.0,50.46,29.54
2024-10,gc-0128,GCP,Compute/VM,us-west1,micro,7.1,35.0,44.58,35.42
2024-11,gc-0128,GCP,Compute/VM,us-west1,micro,8.6,32.9,47.31,32.69
2024-12,gc-0128,GCP,Compute/VM,us-west1,micro,10.4,32.2,46.37,33.63
2025-01,gc-0128,GCP,Compute/VM,us-west1,micro,10.1,28.2,42.0,38.0
2025-02,gc-0128,GCP,Compute/VM,us-west1,micro,12.7,29.2,36.16,43.84
2025-03,gc-0128,GCP,Compute/VM,us-west1,micro,6.3,39.1,39.1,40.9
2025-04,gc-0128,GCP,Compute/VM,us-west1,micro,7.7,24.9,50.7,29.3
2025-05,gc-0128,GCP,Compute/VM,us-west1,micro,9.2,25.1,43.41,36.59
2025-06,gc-0128,GCP,Compute/VM,us-west1,micro,13.7,27.9,52.79,27.21
2025-07,gc-0128,GCP,Compute/VM,us-west1,micro,8.8,29.4,44.87,35.13
2025-08,gc-0128,GCP,Compute/VM,us-west1,micro,11.1,33.3,48.48,31.52
2024-09,gc-0129,GCP,Cache,asia-south1,2xlarge,24.6,43.6,163.27,116.73
2024-10,gc-0129,GCP,Cache,asia-south1,2xlarge,27.5,52.0,165.36,114.64
2024-11,gc-0129,GCP,Cache,asia-south1,2xlarge,32.3,44.9,165.17,114.83
2024-12,gc-0129,GCP,Cache,asia-south1,2xlarge,36.7,48.8,181.36,98.64
2025-01,gc-0129,GCP,Cache,asia-south1,2xlarge,32.6,40.1,182.73,97.27
2025-02,gc-0129,GCP,Cache,asia-south1,2xlarge,28.4,47.8,168.54,111.46
2025-03,gc-0129,GCP,Cache,asia-south1,2xlarge,30.5,39.2,170.68,109.32
2025-04,gc-0129,GCP,Cache,asia-south1,2xlarge,31.0,41.7,127.44,152.56
2025-05,gc-0129,GCP,Cache,asia-south1,2xlarge,30.6,43.3,150.13,129.87
2025-06,gc-0129,GCP,Cache,asia-south1,2xlarge,28.1,38.9,172.61,107.39
2025-07,gc-0129,GCP,Cache,asia-south1,2xlarge,33.1,43.1,131.46,148.54
2025-08,gc-0129,GCP,Cache,asia-south1,2xlarge,30.5,37.3,162.06,117.94
2024-09,az-0130,Azure,Cache,westus2,medium,11.8,34.5,102.59,57.41
2024-10,az-0130,Azure,Cache,westus2,medium,11.3,33.7,87.24,72.76
2024-11,az-0130,Azure,Cache,westus2,medium,11.8,26.8,87.03,72.97
2024-12,az-0130,Azure,Cache,westus2,medium,14.3,37.5,77.25,82.75
2025-01,az-0130,Azure,Cache,westus2,medium,10.6,33.6,71.48,88.52
2025-02,az-0130,Azure,Cache,westus2,medium,14.9,31.5,71.07,88.93
2025-03,az-0130,Azure,Cache,westus2,medium,9.4,31.5,84.47,75.53
2025-04,az-0130,Azure,Cache,westus2,medium,19.3,29.7,93.82,66.18
2025-05,az-0130,Azure,Cache,westus2,medium,6.0,33.5,108.55,51.45
2025-06,az-0130,Azure,Cache,westus2,medium,13.9,17.8,103.94,56.06
2025-07,az-0130,Azure,Cache,westus2,medium,14.4,31.6,92.11,67.89
2025-08,az-0130,Azure,Cache,westus2,medium,11.2,28.9,77.34,82.66
2024-09,aw-0131,AWS,Cache,us-east-1,2xlarge,2.0,19.8,154.61,125.39
2024-10,aw-0131,AWS,Cache,us-east-1,2xlarge,2.0,20.5,186.08,93.92
2024-11,aw-0131,AWS,Cache,us-east-1,2xlarge,7.9,19.6,164.6,115.4
2024-12,aw-0131,AWS,Cache,us-east-1,2xlarge,3.6,16.9,192.09,87.91
2025-01,aw-0131,AWS,Cache,us-east-1,2xlarge,9.8,16.5,182.44,97.56
2025-02,aw-0131,AWS,Cache,us-east-1,2xlarge,2.0,24.8,176.57,103.43
2025-03,aw-0131,AWS,Cache,us-east-1,2xlarge,5.6,12.8,143.51,136.49
2025-04,aw-0131,AWS,Cache,us-east-1,2xlarge,2.0,14.6,170.44,109.56
2025-05,aw-0131,AWS,Cache,us-east-1,2xlarge,6.7,11.6,172.18,107.82
2025-06,aw-0131,AWS,Cache,us-east-1,2xlarge,5.2,11.5,146.7,133.3
2025-07,aw-0131,AWS,Cache,us-east-1,2xlarge,4.0,18.0,148.11,131.89
2025-08,aw-0131,AWS,Cache,us-east-1,2xlarge,2.0,11.2,144.95,135.05
2024-09,gc-0132,GCP,Database,us-west1,small,37.2,41.6,66.23,53.77
2024-10,gc-0132,GCP,Database,us-west1,small,35.8,42.1,66.1,53.9
2024-11,gc-0132,GCP,Database,us-west1,small,38.0,44.8,73.14,46.86
2024-12,gc-0132,GCP,Database,us-west1,small,39.2,39.6,49.13,70.87
2025-01,gc-0132,GCP,Database,us-west1,small,41.7,41.3,62.68,57.32
2025-02,gc-0132,GCP,Database,us-west1,small,34.7,38.5,59.83,60.17
2025-03,gc-0132,GCP,Database,us-west1,small,40.7,37.8,59.57,60.43
2025-04,gc-0132,GCP,Database,us-west1,small,41.7,44.9,58.73,61.27
2025-05,gc-0132,GCP,Database,us-west1,small,42.4,41.5,76.19,43.81
2025-06,gc-0132,GCP,Database,us-west1,small,33.0,47.1,63.09,56.91
2025-07,gc-0132,GCP,Database,us-west1,small,38.2,42.3,62.35,57.65
2025-08,gc-0132,GCP,Database,us-west1,small,33.2,34.7,74.34,45.66
2024-09,aw-0133,AWS,Compute/VM,us-west-2,xlarge,12.5,8.1,139.94,100.06
2024-10,aw-0133,AWS,Compute/VM,us-west-2,xlarge,11.6,13.2,143.47,96.53
2024-11,aw-0133,AWS,Compute/VM,us-west-2,xlarge,18.6,19.3,143.5,96.5
2024-12,aw-0133,AWS,Compute/VM,us-west-2,xlarge,11.3,13.3,124.73,115.27
2025-01,aw-0133,AWS,Compute/VM,us-west-2,xlarge,16.1,14.1,148.23,91.77
2025-02,aw-0133,AWS,Compute/VM,us-west-2,xlarge,7.4,16.0,136.0,104.0
2025-03,aw-0133,AWS,Compute/VM,us-west-2,xlarge,13.5,12.4,134.31,105.69
2025-04,aw-0133,AWS,Compute/VM,us-west-2,xlarge,14.5,8.2,99.73,140.27
2025-05,aw-0133,AWS,Compute/VM,us-west-2,xlarge,12.3,6.5,144.46,95.54
2025-06,aw-0133,AWS,Compute/VM,us-west-2,xlarge,8.8,20.5,128.19,111.81
2025-07,aw-0133,AWS,Compute/VM,us-west-2,xlarge,16.5,10.0,140.55,99.45
2025-08,aw-0133,AWS,Compute/VM,us-west-2,xlarge,14.7,11.6,163.47,76.53
2024-09,gc-0134,GCP,Compute/VM,europe-west1,nano,36.1,46.8,21.14,18.86
2024-10,gc-0134,GCP,Compute/VM,europe-west1,nano,32.9,47.7,23.01,16.99
2024-11,gc-0134,GCP,Compute/VM,europe-west1,nano,34.0,47.2,19.8,20.2
2024-12,gc-0134,GCP,Compute/VM,europe-west1,nano,37.4,41.6,21.56,18.44
2025-01,gc-0134,GCP,Compute/VM,europe-west1,nano,40.9,43.9,24.48,15.52
2025-02,gc-0134,GCP,Compute/VM,europe-west1,nano,36.3,47.2,25.1,14.9
2025-03,gc-0134,GCP,Compute/VM,europe-west1,nano,39.4,39.4,20.39,19.61
2025-04,gc-0134,GCP,Compute/VM,europe-west1,nano,34.1,35.9,18.26,21.74
2025-05,gc-0134,GCP,Compute/VM,europe-west1,nano,30.9,32.4,24.3,15.7
2025-06,gc-0134,GCP,Compute/VM,europe-west1,nano,27.8,40.8,25.24,14.76
2025-07,gc-0134,GCP,Compute/VM,europe-west1,nano,29.4,41.5,20.44,19.56
2025-08,gc-0134,GCP,Compute/VM,europe-west1,nano,30.9,31.9,25.21,14.79
2024-09,aw-0135,AWS,Cache,us-east-1,small,15.1,6.9,66.38,53.62
2024-10,aw-0135,AWS,Cache,us-east-1,small,18.5,10.3,78.16,41.84
2024-11,aw-0135,AWS,Cache,us-east-1,small,24.6,17.0,50.16,69.84
2024-12,aw-0135,AWS,Cache,us-east-1,small,20.5,8.3,58.1,61.9
2025-01,aw-0135,AWS,Cache,us-east-1,small,25.2,12.7,52.7,67.3
2025-02,aw-0135,AWS,Cache,us-east-1,small,19.2,8.7,62.96,57.04
2025-03,aw-0135,AWS,Cache,us-east-1,small,18.5,18.3,73.29,46.71
2025-04,aw-0135,AWS,Cache,us-east-1,small,22.0,8.9,66.09,53.91
2025-05,aw-0135,AWS,Cache,us-east-1,small,20.6,10.4,81.1,38.9
2025-06,aw-0135,AWS,Cache,us-east-1,small,17.8,13.4,65.88,54.12
2025-07,aw-0135,AWS,Cache,us-east-1,small,18.0,10.7,68.12,51.88
2025-08,aw-0135,AWS,Cache,us-east-1,small,18.1,14.2,62.44,57.56
2024-09,az-0136,Azure,Database,westeurope,medium,17.6,34.3,81.39,78.61
2024-10,az-0136,Azure,Database,westeurope,medium,19.3,33.9,82.93,77.07
2024-11,az-0136,Azure,Database,westeurope,medium,14.7,38.9,100.54,59.46
2024-12,az-0136,Azure,Database,westeurope,medium,23.8,33.5,71.8,88.2
2025-01,az-0136,Azure,Database,westeurope,medium,21.3,33.7,86.82,73.18
2025-02,az-0136,Azure,Database,westeurope,medium,20.8,37.0,86.96,73.04
2025-03,az-0136,Azure,Database,westeurope,medium,25.5,34.5,76.25,83.75
2025-04,az-0136,Azure,Database,westeurope,medium,21.2,26.1,93.09,66.91
2025-05,az-0136,Azure,Database,westeurope,medium,21.5,34.2,93.48,66.52
2025-06,az-0136,Azure,Database,westeurope,medium,18.9,33.6,66.07,93.93
2025-07,az-0136,Azure,Database,westeurope,medium,21.3,25.7,87.69,72.31
2025-08,az-0136,Azure,Database,westeurope,medium,16.9,30.9,98.88,61.12
2024-09,aw-0137,AWS,Cache,us-east-1,xlarge,39.1,38.2,133.46,106.54
2024-10,aw-0137,AWS,Cache,us-east-1,xlarge,33.4,42.2,149.12,90.88
2024-11,aw-0137,AWS,Cache,us-east-1,xlarge,40.5,44.0,129.61,110.39
2024-12,aw-0137,AWS,Cache,us-east-1,xlarge,42.3,36.5,131.76,108.24
2025-01,aw-0137,AWS,Cache,us-east-1,xlarge,34.5,39.7,156.58,83.42
2025-02,aw-0137,AWS,Cache,us-east-1,xlarge,37.2,42.1,148.17,91.83
