EmployeeID,DeviceID,Location,Department,Vendor,Product,DeploymentType,LicenseType,Edition,ProductVersion,EntitledLicenses,ActualUsage,LastUsedDays,IsEOL,KnownVulns,DaysSincePatch,CostPerLicense,ContractEndDate
7312,DEV-07312,UK,Finance,Adobe CC,Photoshop,On-Prem,Perpetual,All Apps,24.0,4,0,120,0,1,60,25,2026-06-14
7313,DEV-07313,Singapore,Engineering,Oracle DB,Oracle 21c,Cloud,Perpetual,Enterprise,21.3,2,1,90,0,1,30,500,2026-08-08
7314,DEV-07314,Singapore,IT,Microsoft 365,Word,On-Prem,SaaS,Basic,16.2,3,2,15,0,0,15,15,2026-03-17
7315,DEV-07315,Singapore,Marketing,Salesforce,CRM Cloud,On-Prem,SaaS,Professional,Spring'25,5,6,90,0,0,90,120,2026-05-29
7316,DEV-07316,Germany,IT,Zoom,Zoom Meetings,Cloud,Subscription,Pro,5.16,3,1,0,0,0,7,12,2026-07-06
7317,DEV-07317,US,IT,Microsoft 365,Excel,On-Prem,Subscription,Standard,16.0,5,5,0,0,1,60,15,2025-10-23
7318,DEV-07318,US,HR,Adobe CC,Illustrator,Cloud,Perpetual,Single App,27.0,4,1,0,0,0,30,25,2026-05-11
7319,DEV-07319,India,IT,Oracle DB,Oracle 19c,On-Prem,Perpetual,Standard,19.13,3,0,0,0,0,7,500,2026-01-09
7320,DEV-07320,Singapore,Marketing,Microsoft 365,Excel,On-Prem,Perpetual,Standard,16.0,3,1,30,0,1,120,15,2026-02-02
7321,DEV-07321,US,Engineering,Microsoft 365,Word,On-Prem,Subscription,E3,16.0,3,2,90,0,1,30,15,2026-05-30
7322,DEV-07322,US,Marketing,Adobe CC,Photoshop,Cloud,Subscription,Single App,25.0,4,4,15,1,0,7,25,2026-07-28
7323,DEV-07323,Singapore,Operations,SQL Server,SQL 2019,Cloud,SaaS,Enterprise,15.0.45,1,1,0,0,1,120,300,2026-05-11
7324,DEV-07324,India,IT,Microsoft 365,Excel,Cloud,Subscription,E5,16.2,5,3,60,0,0,30,15,2026-05-31
7325,DEV-07325,Germany,Finance,Microsoft 365,Teams,Cloud,Perpetual,Basic,1.6,3,1,90,0,0,60,15,2026-07-15
7326,DEV-07326,Germany,Sales,Oracle DB,Oracle 19c,Cloud,Perpetual,Enterprise,19.14,2,3,90,0,0,7,500,2026-05-16
7327,DEV-07327,US,Support,Oracle DB,Oracle 21c,On-Prem,SaaS,Standard,21.3,2,3,0,0,0,7,500,2026-04-09
7328,DEV-07328,India,Support,Zoom,Zoom Meetings,Cloud,Subscription,Pro,5.16,2,0,60,0,0,90,12,2026-02-12
7329,DEV-07329,UK,Sales,Salesforce,CRM Cloud,Cloud,Perpetual,Professional,Summer'25,4,0,7,0,0,30,120,2026-04-13
7330,DEV-07330,Singapore,Sales,Adobe CC,Photoshop,On-Prem,SaaS,All Apps,24.0,3,2,90,0,0,15,25,2026-07-25
7331,DEV-07331,Germany,Support,Salesforce,CRM Cloud,Cloud,Subscription,Professional,Spring'25,4,3,90,0,0,7,120,2026-02-20
7332,DEV-07332,Singapore,Operations,Salesforce,CRM Cloud,Cloud,Perpetual,Professional,Summer'25,5,4,15,0,0,7,120,2025-10-24
7333,DEV-07333,Singapore,Finance,Oracle DB,Oracle 21c,On-Prem,Perpetual,Enterprise,21.4,1,0,30,0,0,90,500,2026-03-27
7334,DEV-07334,Germany,HR,SQL Server,SQL 2022,On-Prem,Perpetual,Enterprise,16.0.12,3,6,7,0,0,15,300,2025-12-06
7335,DEV-07335,US,Finance,SQL Server,SQL 2019,Cloud,Perpetual,Enterprise,15.0.43,3,3,7,0,0,30,300,2026-04-28
7336,DEV-07336,Singapore,Support,SQL Server,SQL 2019,Cloud,Subscription,Enterprise,15.0.43,1,0,60,0,1,15,300,2026-06-04
7337,DEV-07337,Singapore,Operations,SQL Server,SQL 2019,Cloud,Perpetual,Standard,15.0.43,1,1,180,1,0,60,300,2026-05-16
7338,DEV-07338,US,IT,Adobe CC,Illustrator,On-Prem,Perpetual,Single App,28.0,2,1,30,0,0,30,25,2026-04-14
7339,DEV-07339,US,Operations,Salesforce,CRM Cloud,On-Prem,Subscription,Professional,Spring'25,2,2,60,0,1,60,120,2026-02-18
7340,DEV-07340,Singapore,Finance,Zoom,Zoom Meetings,On-Prem,Perpetual,Basic,5.17,1,1,0,0,0,120,12,2025-11-30
7341,DEV-07341,India,Finance,SQL Server,SQL 2022,Cloud,SaaS,Enterprise,16.0.10,4,1,60,0,0,15,300,2026-03-31
7342,DEV-07342,India,Support,Salesforce,CRM Cloud,On-Prem,Perpetual,Enterprise,Summer'25,3,3,0,0,0,30,120,2025-12-05
7343,DEV-07343,US,Support,Oracle DB,Oracle 21c,On-Prem,Perpetual,Standard,21.3,3,2,0,1,0,30,500,2026-06-19
7344,DEV-07344,US,Engineering,Salesforce,CRM Cloud,On-Prem,Subscription,Professional,Spring'25,3,0,30,0,0,30,120,2026-01-02
7345,DEV-07345,India,IT,Zoom,Zoom Meetings,Cloud,Perpetual,Pro,5.17,5,0,120,0,0,90,12,2026-03-07
7346,DEV-07346,Germany,Engineering,Adobe CC,Premiere Pro,Cloud,SaaS,Single App,23.0,3,3,120,0,0,7,25,2026-08-20
7347,DEV-07347,Singapore,HR,Zoom,Zoom Meetings,Cloud,SaaS,Basic,5.17,2,2,15,0,0,15,12,2026-05-14
7348,DEV-07348,India,Support,Adobe CC,Illustrator,Cloud,Subscription,All Apps,28.0,5,5,7,0,0,7,25,2025-09-28
7349,DEV-07349,India,Support,Oracle DB,Oracle 19c,Cloud,Subscription,Enterprise,19.15,2,0,180,0,0,90,500,2026-04-06
7350,DEV-07350,UK,Marketing,Salesforce,CRM Cloud,Cloud,Subscription,Enterprise,Summer'25,3,2,0,0,0,15,120,2026-06-30
7351,DEV-07351,UK,Sales,SQL Server,SQL 2019,On-Prem,Subscription,Enterprise,15.0.43,4,0,180,0,0,30,300,2026-02-17
7352,DEV-07352,Singapore,HR,Zoom,Zoom Meetings,On-Prem,Perpetual,Basic,5.16,2,0,90,0,0,15,12,2026-03-28
7353,DEV-07353,Germany,Operations,Adobe CC,Photoshop,Cloud,SaaS,All Apps,25.0,3,0,180,0,1,30,25,2025-12-24
7354,DEV-07354,US,Marketing,Microsoft 365,Word,On-Prem,Subscription,E5,16.2,3,5,180,0,1,60,15,2025-10-27
7355,DEV-07355,Singapore,Operations,Oracle DB,Oracle 19c,On-Prem,Subscription,Enterprise,19.14,5,5,7,1,0,7,500,2026-03-19
7356,DEV-07356,Germany,Marketing,Microsoft 365,PowerPoint,On-Prem,Subscription,E5,16.0,1,0,0,0,0,30,15,2026-03-01
7357,DEV-07357,UK,Sales,Adobe CC,Illustrator,Cloud,SaaS,Single App,27.0,1,0,0,1,0,15,25,2026-05-30
7358,DEV-07358,India,Operations,SQL Server,SQL 2022,On-Prem,Perpetual,Enterprise,16.0.12,2,2,180,0,1,90,300,2026-04-01
7359,DEV-07359,Germany,Marketing,Adobe CC,Premiere Pro,Cloud,Subscription,Single App,23.0,2,2,7,0,0,120,25,2026-06-27
7360,DEV-07360,UK,Operations,Adobe CC,Premiere Pro,Cloud,Perpetual,Single App,23.0,5,3,7,0,0,15,25,2026-05-03
7361,DEV-07361,Singapore,Support,Microsoft 365,Teams,On-Prem,Subscription,Basic,1.8,4,1,7,0,0,120,15,2025-11-08
7362,DEV-07362,Germany,Support,Salesforce,CRM Cloud,On-Prem,Subscription,Professional,Spring'25,3,0,15,0,2,15,120,2026-03-13
7363,DEV-07363,UK,Sales,Salesforce,CRM Cloud,Cloud,SaaS,Professional,Spring'25,3,1,30,0,0,7,120,2026-04-21
7364,DEV-07364,Singapore,Sales,Microsoft 365,Word,On-Prem,SaaS,E3,16.1,5,4,180,0,0,15,15,2026-05-09
7365,DEV-07365,Germany,Support,Microsoft 365,PowerPoint,Cloud,Perpetual,E5,16.2,2,1,30,0,0,30,15,2026-02-12
7366,DEV-07366,India,Operations,Oracle DB,Oracle 21c,On-Prem,Perpetual,Standard,21.4,5,1,120,0,1,30,500,2025-12-01
7367,DEV-07367,Singapore,Operations,Oracle DB,Oracle 21c,Cloud,Subscription,Enterprise,21.3,5,3,60,1,0,7,500,2025-12-21
7368,DEV-07368,Germany,Finance,Adobe CC,Premiere Pro,On-Prem,SaaS,All Apps,24.0,2,2,15,0,0,7,25,2025-12-19
7369,DEV-07369,Singapore,Operations,SQL Server,SQL 2022,Cloud,SaaS,Enterprise,16.0.10,3,1,0,1,0,15,300,2026-06-24
7370,DEV-07370,India,IT,Microsoft 365,Word,On-Prem,Perpetual,Basic,16.0,4,0,30,0,0,15,15,2026-08-26
7371,DEV-07371,India,IT,Zoom,Zoom Meetings,On-Prem,SaaS,Basic,5.16,5,8,90,0,0,30,12,2026-07-28
7372,DEV-07372,Singapore,Engineering,Salesforce,CRM Cloud,Cloud,Subscription,Enterprise,Summer'25,2,2,180,0,0,60,120,2025-10-15
7373,DEV-07373,Germany,Sales,Adobe CC,Premiere Pro,Cloud,SaaS,Single App,24.0,2,2,15,0,0,30,25,2026-03-01
7374,DEV-07374,Germany,IT,SQL Server,SQL 2019,Cloud,Perpetual,Standard,15.0.45,3,4,30,0,0,30,300,2026-07-26
7375,DEV-07375,Singapore,Support,Zoom,Zoom Meetings,On-Prem,SaaS,Pro,5.17,2,4,120,0,0,30,12,2026-06-17
7376,DEV-07376,Germany,Marketing,Microsoft 365,PowerPoint,Cloud,Perpetual,Basic,16.2,2,0,15,0,0,60,15,2026-01-12
7377,DEV-07377,UK,HR,Salesforce,CRM Cloud,On-Prem,SaaS,Professional,Summer'25,5,0,60,0,0,7,120,2026-06-08
7378,DEV-07378,UK,Marketing,Zoom,Zoom Meetings,On-Prem,SaaS,Business,5.16,1,1,7,0,0,60,12,2025-11-16
7379,DEV-07379,Germany,HR,Adobe CC,Illustrator,Cloud,Subscription,All Apps,28.0,5,1,180,0,0,30,25,2026-07-05
7380,DEV-07380,Singapore,IT,Zoom,Zoom Meetings,Cloud,Perpetual,Basic,5.17,3,1,30,0,0,30,12,2026-07-26
7381,DEV-07381,Germany,IT,Salesforce,CRM Cloud,On-Prem,Perpetual,Professional,Spring'25,1,0,30,0,1,120,120,2026-04-06
7382,DEV-07382,Singapore,Finance,Zoom,Zoom Meetings,Cloud,SaaS,Pro,5.17,3,2,30,0,0,7,12,2026-08-14
7383,DEV-07383,Singapore,HR,Microsoft 365,Teams,On-Prem,Perpetual,Basic,1.7,3,2,0,0,0,7,15,2026-03-04
7384,DEV-07384,US,IT,Adobe CC,Illustrator,Cloud,Subscription,All Apps,27.0,5,2,15,0,1,60,25,2026-04-04
7385,DEV-07385,US,Operations,Adobe CC,Premiere Pro,On-Prem,Subscription,Single App,23.0,5,6,0,0,0,15,25,2026-03-24
7386,DEV-07386,Singapore,Engineering,Adobe CC,Photoshop,On-Prem,SaaS,All Apps,24.0,4,1,120,0,0,30,25,2025-11-21
7387,DEV-07387,UK,Sales,Adobe CC,Photoshop,On-Prem,Subscription,All Apps,25.0,5,2,30,1,0,60,25,2026-08-06
7388,DEV-07388,Singapore,Support,Oracle DB,Oracle 21c,On-Prem,Subscription,Enterprise,21.3,3,1,0,0,0,60,500,2026-07-13
7389,DEV-07389,Singapore,Support,SQL Server,SQL 2022,On-Prem,SaaS,Enterprise,16.0.12,3,0,30,0,0,7,300,2026-04-24
7390,DEV-07390,UK,Engineering,Salesforce,CRM Cloud,On-Prem,Perpetual,Enterprise,Summer'25,1,1,60,1,1,90,120,2026-04-02
7391,DEV-07391,India,IT,Oracle DB,Oracle 19c,Cloud,Subscription,Enterprise,19.14,5,0,15,0,0,7,500,2026-01-26
7392,DEV-07392,UK,Support,SQL Server,SQL 2022,On-Prem,Subscription,Standard,16.0.10,1,1,30,0,0,60,300,2025-12-20
7393,DEV-07393,US,Sales,Adobe CC,Illustrator,On-Prem,Subscription,All Apps,27.0,1,0,60,0,1,15,25,2026-08-13
7394,DEV-07394,US,Finance,Salesforce,CRM Cloud,Cloud,Perpetual,Professional,Summer'25,2,0,7,0,0,90,120,2026-05-02
7395,DEV-07395,UK,Operations,Zoom,Zoom Meetings,Cloud,Perpetual,Basic,5.17,1,0,0,0,2,15,12,2025-10-25
7396,DEV-07396,Germany,Finance,Salesforce,CRM Cloud,Cloud,SaaS,Professional,Summer'25,5,4,0,0,0,7,120,2026-02-10
7397,DEV-07397,UK,Finance,Microsoft 365,Word,On-Prem,Perpetual,E5,16.2,2,3,15,0,0,60,15,2025-11-05
7398,DEV-07398,India,Operations,Microsoft 365,Teams,On-Prem,Subscription,E5,1.8,1,4,7,0,0,30,15,2026-02-08
7399,DEV-07399,US,HR,SQL Server,SQL 2019,On-Prem,Subscription,Standard,15.0.45,2,0,180,0,0,30,300,2026-02-05
7400,DEV-07400,UK,HR,Zoom,Zoom Meetings,On-Prem,Subscription,Basic,5.17,1,2,60,0,0,90,12,2026-07-31
7401,DEV-07401,Germany,Operations,Adobe CC,Premiere Pro,Cloud,SaaS,All Apps,24.0,3,1,0,0,1,90,25,2025-11-16
7402,DEV-07402,US,IT,Zoom,Zoom Meetings,On-Prem,Subscription,Pro,5.17,1,0,7,0,2,120,12,2026-02-09
7403,DEV-07403,US,HR,Zoom,Zoom Meetings,On-Prem,SaaS,Basic,5.17,2,0,0,0,0,15,12,2026-04-13
7404,DEV-07404,US,Marketing,Microsoft 365,PowerPoint,On-Prem,Subscription,E5,16.2,2,1,180,0,0,30,15,2026-03-22
7405,DEV-07405,Germany,Marketing,Salesforce,CRM Cloud,Cloud,Perpetual,Enterprise,Summer'25,4,2,60,0,1,15,120,2026-07-06
7406,DEV-07406,Singapore,Marketing,Oracle DB,Oracle 19c,On-Prem,Subscription,Enterprise,19.13,4,3,7,1,0,30,500,2025-12-20
7407,DEV-07407,UK,Marketing,SQL Server,SQL 2022,On-Prem,Subscription,Enterprise,16.0.12,3,0,0,0,0,90,300,2026-03-25
7408,DEV-07408,US,Sales,SQL Server,SQL 2019,Cloud,SaaS,Enterprise,15.0.45,1,1,7,0,0,15,300,2026-02-24
7409,DEV-07409,Singapore,Sales,Zoom,Zoom Meetings,On-Prem,Subscription,Business,5.17,3,0,0,0,0,15,12,2026-01-25
7410,DEV-07410,UK,Marketing,Salesforce,CRM Cloud,Cloud,Subscription,Enterprise,Spring'25,1,0,120,0,0,15,120,2026-08-06
7411,DEV-07411,US,HR,Zoom,Zoom Meetings,Cloud,SaaS,Pro,5.17,2,1,60,0,0,60,12,2026-06-02
7412,DEV-07412,Singapore,IT,Microsoft 365,Teams,On-Prem,SaaS,Standard,1.6,3,0,180,0,0,15,15,2025-12-26
7413,DEV-07413,UK,Marketing,Oracle DB,Oracle 19c,Cloud,Subscription,Enterprise,19.15,3,5,90,0,0,15,500,2025-11-11
7414,DEV-07414,India,Finance,Adobe CC,Illustrator,Cloud,Subscription,All Apps,28.0,4,5,7,0,0,7,25,2026-03-25
7415,DEV-07415,US,IT,Microsoft 365,Excel,Cloud,SaaS,Standard,16.2,3,2,0,0,0,90,15,2026-06-11
7416,DEV-07416,Singapore,Support,Salesforce,CRM Cloud,Cloud,SaaS,Professional,Spring'25,4,2,120,0,0,60,120,2025-12-17
7417,DEV-07417,UK,Finance,Microsoft 365,Word,Cloud,Perpetual,Basic,16.0,3,4,0,0,1,7,15,2026-01-28
7418,DEV-07418,Germany,Sales,Adobe CC,Photoshop,Cloud,Subscription,All Apps,24.0,1,0,0,0,0,7,25,2026-05-15
7419,DEV-07419,UK,Operations,Microsoft 365,Excel,Cloud,Subscription,E5,16.0,1,2,7,0,0,15,15,2026-04-22
7420,DEV-07420,India,IT,Adobe CC,Photoshop,Cloud,Perpetual,All Apps,24.0,4,5,7,0,1,15,25,2026-02-16
7421,DEV-07421,UK,Operations,Oracle DB,Oracle 19c,Cloud,SaaS,Standard,19.15,2,0,60,0,1,90,500,2026-03-16
7422,DEV-07422,India,IT,Microsoft 365,Teams,On-Prem,Perpetual,E3,1.7,5,2,7,0,0,15,15,2025-10-15
7423,DEV-07423,UK,Operations,SQL Server,SQL 2022,Cloud,SaaS,Enterprise,16.0.10,3,4,30,1,0,30,300,2026-03-22
7424,DEV-07424,India,Operations,Zoom,Zoom Meetings,Cloud,SaaS,Pro,5.17,4,2,0,0,0,15,12,2026-04-13
7425,DEV-07425,Singapore,Support,Salesforce,CRM Cloud,Cloud,SaaS,Professional,Summer'25,4,0,15,0,0,30,120,2026-03-03
7426,DEV-07426,UK,Sales,Microsoft 365,PowerPoint,On-Prem,SaaS,Basic,16.1,3,6,0,0,1,15,15,2026-03-05
7427,DEV-07427,UK,Support,SQL Server,SQL 2019,Cloud,Subscription,Standard,15.0.43,2,5,180,0,0,30,300,2026-05-29
7428,DEV-07428,Germany,Finance,Zoom,Zoom Meetings,On-Prem,Perpetual,Business,5.16,5,5,0,0,0,7,12,2026-07-04
7429,DEV-07429,UK,Support,SQL Server,SQL 2022,On-Prem,Subscription,Enterprise,16.0.12,4,2,15,0,0,60,300,2026-01-14
7430,DEV-07430,India,Marketing,Zoom,Zoom Meetings,Cloud,Perpetual,Basic,5.16,4,3,0,0,1,15,12,2026-08-23
7431,DEV-07431,Singapore,Engineering,Salesforce,CRM Cloud,On-Prem,Subscription,Enterprise,Summer'25,3,3,60,0,0,15,120,2025-11-02
7432,DEV-07432,Germany,Operations,SQL Server,SQL 2019,On-Prem,SaaS,Standard,15.0.45,1,0,7,0,0,30,300,2025-10-05
7433,DEV-07433,India,HR,Zoom,Zoom Meetings,On-Prem,Perpetual,Pro,5.16,2,1,7,0,0,30,12,2026-04-14
7434,DEV-07434,US,Operations,Adobe CC,Photoshop,Cloud,SaaS,Single App,24.0,4,2,0,0,0,15,25,2025-10-23
7435,DEV-07435,Singapore,HR,SQL Server,SQL 2019,Cloud,Subscription,Standard,15.0.45,2,3,7,0,0,30,300,2025-11-06
7436,DEV-07436,US,Engineering,Salesforce,CRM Cloud,On-Prem,Subscription,Professional,Summer'25,4,5,60,0,0,90,120,2025-11-22
7437,DEV-07437,UK,Support,Salesforce,CRM Cloud,Cloud,Perpetual,Enterprise,Spring'25,3,1,7,0,0,30,120,2025-11-01
7438,DEV-07438,India,Marketing,Microsoft 365,Excel,Cloud,SaaS,E3,16.1,2,0,90,0,0,60,15,2026-03-15
7439,DEV-07439,Singapore,Sales,Adobe CC,Illustrator,Cloud,SaaS,Single App,28.0,1,1,90,0,0,7,25,2026-07-08
7440,DEV-07440,Germany,IT,Microsoft 365,Word,On-Prem,Subscription,Standard,16.0,5,6,90,0,0,30,15,2025-12-20
7441,DEV-07441,India,Marketing,Zoom,Zoom Meetings,On-Prem,Subscription,Basic,5.16,1,1,60,0,1,7,12,2026-04-15
7442,DEV-07442,India,Engineering,Adobe CC,Photoshop,Cloud,SaaS,Single App,25.0,1,0,15,0,0,15,25,2026-08-26
7443,DEV-07443,UK,HR,Microsoft 365,Teams,On-Prem,Perpetual,Basic,1.7,2,0,30,0,0,30,15,2026-08-26
7444,DEV-07444,UK,Finance,Oracle DB,Oracle 19c,Cloud,Subscription,Enterprise,19.14,3,1,90,0,0,90,500,2026-03-30
7445,DEV-07445,US,HR,Oracle DB,Oracle 19c,Cloud,Subscription,Enterprise,19.14,5,3,0,0,1,15,500,2026-07-20
7446,DEV-07446,US,Sales,Salesforce,CRM Cloud,Cloud,Subscription,Professional,Summer'25,5,0,7,0,0,60,120,2026-05-03
7447,DEV-07447,US,Engineering,Oracle DB,Oracle 21c,On-Prem,SaaS,Enterprise,21.3,1,1,90,0,0,30,500,2026-07-05
7448,DEV-07448,US,Engineering,Salesforce,CRM Cloud,On-Prem,Perpetual,Professional,Spring'25,2,1,0,0,0,120,120,2026-03-10
7449,DEV-07449,Singapore,Finance,Zoom,Zoom Meetings,On-Prem,Perpetual,Pro,5.17,5,1,0,0,1,120,12,2025-10-13
7450,DEV-07450,UK,Operations,SQL Server,SQL 2019,Cloud,Subscription,Enterprise,15.0.43,2,0,0,0,0,7,300,2026-05-07
7451,DEV-07451,US,Finance,Zoom,Zoom Meetings,On-Prem,Subscription,Pro,5.16,5,2,60,0,0,7,12,2026-07-17
7452,DEV-07452,Germany,Operations,Salesforce,CRM Cloud,Cloud,Subscription,Professional,Spring'25,3,1,90,0,0,7,120,2026-05-05
7453,DEV-07453,Germany,Finance,Microsoft 365,Excel,On-Prem,Perpetual,E5,16.1,1,1,15,0,0,15,15,2025-09-28
7454,DEV-07454,UK,Support,Microsoft 365,Teams,On-Prem,Perpetual,E3,1.6,1,3,7,0,1,15,15,2026-04-15
7455,DEV-07455,UK,Operations,Salesforce,CRM Cloud,On-Prem,Subscription,Enterprise,Summer'25,2,2,60,0,0,15,120,2025-10-29
7456,DEV-07456,Singapore,Support,Adobe CC,Photoshop,Cloud,Perpetual,All Apps,25.0,5,5,60,0,0,30,25,2026-08-04
7457,DEV-07457,India,Operations,Salesforce,CRM Cloud,On-Prem,Subscription,Professional,Spring'25,4,1,30,0,0,15,120,2025-10-09
7458,DEV-07458,US,IT,SQL Server,SQL 2019,On-Prem,SaaS,Enterprise,15.0.45,2,2,90,0,0,90,300,2026-06-19
7459,DEV-07459,Singapore,Marketing,SQL Server,SQL 2022,On-Prem,Perpetual,Enterprise,16.0.12,1,1,7,0,0,30,300,2026-01-01
7460,DEV-07460,Germany,Operations,Oracle DB,Oracle 21c,Cloud,Subscription,Enterprise,21.3,1,0,7,0,0,15,500,2026-01-01
7461,DEV-07461,Singapore,IT,Microsoft 365,Teams,On-Prem,Subscription,E5,1.7,1,0,30,0,0,15,15,2025-12-07
7462,DEV-07462,UK,Marketing,Microsoft 365,Word,Cloud,Perpetual,E3,16.0,2,1,7,0,0,30,15,2026-08-10
7463,DEV-07463,Singapore,Finance,Salesforce,CRM Cloud,Cloud,SaaS,Professional,Spring'25,4,4,30,0,1,90,120,2026-01-03
7464,DEV-07464,UK,Engineering,Oracle DB,Oracle 19c,Cloud,SaaS,Standard,19.14,5,5,0,0,0,15,500,2026-03-12
7465,DEV-07465,UK,Finance,Adobe CC,Premiere Pro,Cloud,Perpetual,All Apps,23.0,1,0,0,0,0,30,25,2026-05-13
7466,DEV-07466,UK,Operations,Zoom,Zoom Meetings,On-Prem,Subscription,Business,5.17,4,1,30,1,0,120,12,2026-05-15
7467,DEV-07467,US,Support,Oracle DB,Oracle 19c,On-Prem,Subscription,Enterprise,19.15,2,0,90,0,0,15,500,2025-11-14
7468,DEV-07468,Singapore,Engineering,Zoom,Zoom Meetings,Cloud,Subscription,Pro,5.17,3,2,7,0,0,30,12,2026-07-25
7469,DEV-07469,India,Finance,SQL Server,SQL 2022,On-Prem,Subscription,Standard,16.0.12,4,1,30,0,0,60,300,2026-07-20
7470,DEV-07470,Singapore,Finance,Oracle DB,Oracle 19c,On-Prem,Subscription,Standard,19.15,5,3,60,0,0,15,500,2025-10-19
7471,DEV-07471,US,IT,Adobe CC,Premiere Pro,On-Prem,Subscription,Single App,24.0,1,1,120,0,0,15,25,2026-01-21
7472,DEV-07472,India,Marketing,Zoom,Zoom Meetings,On-Prem,Perpetual,Business,5.16,5,4,7,0,0,7,12,2026-01-23
7473,DEV-07473,US,Engineering,Microsoft 365,Word,Cloud,Perpetual,Standard,16.1,5,0,90,0,0,15,15,2025-12-23
7474,DEV-07474,UK,Finance,Zoom,Zoom Meetings,On-Prem,Perpetual,Basic,5.16,2,2,0,0,0,7,12,2026-04-28
7475,DEV-07475,US,Marketing,Salesforce,CRM Cloud,Cloud,SaaS,Enterprise,Summer'25,1,3,7,0,0,15,120,2026-07-31
7476,DEV-07476,India,Finance,Zoom,Zoom Meetings,On-Prem,SaaS,Basic,5.16,3,3,7,1,0,60,12,2026-02-03
7477,DEV-07477,UK,Finance,Zoom,Zoom Meetings,Cloud,SaaS,Business,5.17,2,0,180,0,0,7,12,2026-03-27
7478,DEV-07478,UK,Engineering,Salesforce,CRM Cloud,Cloud,Perpetual,Enterprise,Spring'25,5,2,0,0,0,30,120,2025-12-09
7479,DEV-07479,Germany,Engineering,SQL Server,SQL 2022,On-Prem,Subscription,Standard,16.0.10,1,0,60,0,0,90,300,2025-11-21
7480,DEV-07480,Singapore,Finance,Salesforce,CRM Cloud,On-Prem,Perpetual,Enterprise,Spring'25,5,3,90,0,0,30,120,2026-01-17
7481,DEV-07481,India,Engineering,Zoom,Zoom Meetings,On-Prem,SaaS,Basic,5.17,2,2,7,0,0,30,12,2025-12-08
7482,DEV-07482,Singapore,Sales,Microsoft 365,Excel,On-Prem,SaaS,Standard,16.0,4,3,30,0,0,30,15,2026-05-13
7483,DEV-07483,US,Operations,Salesforce,CRM Cloud,On-Prem,Perpetual,Professional,Spring'25,3,0,15,0,0,15,120,2026-05-23
7484,DEV-07484,US,Marketing,Microsoft 365,PowerPoint,Cloud,Subscription,E5,16.0,5,4,15,0,0,90,15,2026-05-21
7485,DEV-07485,Singapore,Marketing,Oracle DB,Oracle 21c,On-Prem,Subscription,Standard,21.4,4,0,15,0,0,7,500,2025-10-05
7486,DEV-07486,US,Finance,Zoom,Zoom Meetings,On-Prem,Subscription,Business,5.16,2,2,60,0,0,120,12,2025-10-27
7487,DEV-07487,Singapore,Engineering,Oracle DB,Oracle 21c,Cloud,SaaS,Enterprise,21.3,4,1,30,0,0,30,500,2025-10-26
7488,DEV-07488,UK,IT,SQL Server,SQL 2019,On-Prem,Subscription,Standard,15.0.45,4,0,7,1,1,120,300,2026-04-03
7489,DEV-07489,US,Engineering,Salesforce,CRM Cloud,Cloud,Subscription,Enterprise,Spring'25,5,4,30,0,1,15,120,2026-06-20
7490,DEV-07490,India,Operations,Salesforce,CRM Cloud,On-Prem,SaaS,Professional,Summer'25,5,1,60,0,0,7,120,2025-10-31
7491,DEV-07491,Germany,Marketing,Oracle DB,Oracle 21c,On-Prem,SaaS,Enterprise,21.4,3,1,7,0,0,30,500,2026-06-17
7492,DEV-07492,UK,HR,Zoom,Zoom Meetings,Cloud,SaaS,Basic,5.17,4,0,7,0,0,15,12,2026-01-16
7493,DEV-07493,India,Finance,Oracle DB,Oracle 19c,On-Prem,SaaS,Standard,19.15,3,0,15,0,0,120,500,2026-04-25
7494,DEV-07494,Germany,Operations,Zoom,Zoom Meetings,Cloud,Perpetual,Business,5.16,4,0,0,0,1,15,12,2025-10-23
7495,DEV-07495,UK,HR,Salesforce,CRM Cloud,On-Prem,Subscription,Professional,Summer'25,3,0,0,0,0,30,120,2026-02-01
7496,DEV-07496,US,Finance,Adobe CC,Premiere Pro,On-Prem,SaaS,All Apps,23.0,4,7,15,0,0,90,25,2026-02-08
7497,DEV-07497,Singapore,Marketing,Oracle DB,Oracle 21c,Cloud,Perpetual,Enterprise,21.4,2,0,180,0,0,30,500,2025-10-29
7498,DEV-07498,Germany,Operations,Zoom,Zoom Meetings,Cloud,Subscription,Business,5.17,1,1,15,0,0,7,12,2025-10-24
7499,DEV-07499,India,Engineering,Zoom,Zoom Meetings,On-Prem,SaaS,Pro,5.16,5,3,15,0,0,7,12,2025-12-20
7500,DEV-07500,Germany,HR,Microsoft 365,Teams,On-Prem,SaaS,E3,1.7,4,0,30,0,1,7,15,2026-02-21
7501,DEV-07501,US,Operations,Oracle DB,Oracle 19c,On-Prem,Subscription,Enterprise,19.15,2,0,60,0,0,7,500,2026-04-11
7502,DEV-07502,Singapore,Engineering,Salesforce,CRM Cloud,On-Prem,Perpetual,Enterprise,Spring'25,2,0,7,0,0,90,120,2026-06-05
7503,DEV-07503,India,Finance,Oracle DB,Oracle 19c,Cloud,Perpetual,Standard,19.13,2,2,30,0,0,30,500,2026-06-09
7504,DEV-07504,UK,HR,Zoom,Zoom Meetings,Cloud,Subscription,Business,5.16,3,3,180,0,0,15,12,2025-10-28
